,Electricity Price,Wind Power,Solar Power,HPP Power,Curtailed Power,Power PtG,Battery SOC,Battery Power,H2 produced
2309,39.414,329.27618540744277,0.0,8.868022142136624,0.0,300.0,60.0,-20.408163265306122,4714.213740458016
2310,37.917,229.41335910994923,0.0,0.0,0.0,229.41335910994923,80.0,0.0,3615.5626413228197
2311,38.983,156.07249664193262,0.8025864218320022,0.0,0.0,156.8750830637646,80.0,0.0,2486.535169514823
2312,46.324,136.2235818572651,2.9413951077750906,0.0,0.0,139.16497696504018,80.0,0.0,2210.88488660262
2313,37.125,109.48669485811318,8.234747209596522,0.0,0.0,117.7214420677097,80.0,0.0,1877.125369401729
2314,35.022,90.05996497898447,11.211526083659258,0.0,0.0,101.27149106264372,80.0,0.0,1621.088865545611
2315,33.732,113.73195864517538,13.14278394721981,0.0,0.0,126.8747425923952,80.0,0.0,2019.5926061955104
2316,33.732,131.02885774823292,14.189806336600988,0.0,0.0,145.2186640848339,80.0,0.0,2305.107956635684
2317,33.909,115.69912159562006,16.56934999193247,0.0,0.0,132.26847158755254,80.0,0.0,2103.5437081922373
2318,35.49,112.87387151964883,19.220219507122657,0.0,0.0,132.09409102677148,80.0,0.0,2100.829548793884
2319,37.476,116.05981530201484,26.450524466075542,0.0,0.0,142.51033976809038,80.0,0.0,2262.954038417084
2320,50.202,120.10943085493635,22.05361811131494,0.0,0.0,142.1630489662513,80.0,0.0,2257.548604522669
2321,50.976,138.88567766246203,26.71149518394931,0.0,0.0,165.59717284641135,80.0,0.0,2622.290794171717
2322,51.614,132.79978338144548,0.0,0.0,0.0,139.3331167147788,80.0,6.533333333333332,2213.501910426525
2323,41.652,106.21199199292627,0.0,0.0,0.0,112.7453253262596,73.33333333333333,6.533333333333331,1799.6742248440087
2324,39.97,79.62472627362057,0.0,0.0,0.0,86.1580596069539,66.66666666666667,6.533333333333335,1385.8547210796369
2325,40.547,67.03703528965434,0.0,0.0,0.0,73.57036862298767,60.0,6.533333333333333,1189.9326547972905
2326,40.196,79.70926355242946,0.0,0.0,0.0,86.2425968857628,53.33333333333334,6.533333333333335,1387.1705079354806
2327,39.567,107.20261171738422,0.0,0.0,0.0,113.73594505071755,46.66666666666667,6.533333333333335,1815.0928003049935
2328,40.117,129.58634746079608,0.0,0.0,0.0,129.58634746079608,40.0,0.0,2061.7975848079554
2329,40.117,144.12548493807188,0.0,0.0,0.0,144.12548493807188,40.0,0.0,2288.093087306337
2330,40.117,157.18064159988384,0.0,0.0,0.0,157.18064159988384,40.0,0.0,2491.29105841001
2331,40.117,151.14988475427003,0.0,0.0,0.0,151.14988475427003,40.00000000000001,0.0,2397.4248883599116
2332,40.117,148.50548390424737,0.0,0.0,0.0,148.50548390424737,40.00000000000001,0.0,2356.265911763237
2333,40.117,158.21337865435368,0.0,0.0,0.0,158.21337865435368,40.00000000000001,0.0,2507.365172232458
2334,40.117,155.55564650160937,2.856626621325969,0.0,0.0,158.41227312293535,40.00000000000001,0.0,2510.4608801987793
2335,40.117,142.54005693457492,5.293485550548863,0.0,0.0,147.8335424851238,40.00000000000001,0.0,2345.807428835505
2336,33.966,174.74553559648538,14.707728202870648,0.0,0.0,189.45326379935602,40.00000000000001,0.0,2993.6007221699506
2337,32.716,145.50329034616382,30.474991062532855,0.0,0.0,175.9782814086967,40.00000000000001,0.0,2783.8683418264054
2338,32.796,154.37187640464552,42.44480673347624,0.0,0.0,196.81668313812176,40.00000000000001,0.0,3108.209218167506
2339,32.032,136.73258330902243,55.16962990103248,0.0,0.0,191.90221321005492,40.00000000000001,0.0,3031.7175800890254
2340,32.032,113.09737412067109,57.53165914706695,0.0,0.0,170.62903326773804,40.0,0.0,2700.6095654417163
2341,32.032,114.76362303935696,35.19561410637078,0.0,0.0,149.95923714572774,40.0,0.0,2378.892963801478
2342,32.796,126.79552375187086,46.092742811702124,0.0,0.0,172.88826656357298,40.00000000000001,0.0,2735.7735725735774
2343,34.941,144.08523777521452,51.350500057879465,0.0,0.0,195.43573783309398,40.00000000000001,0.0,3086.7153907508205
2344,38.859,116.06149064782838,39.93157762843373,0.0,0.0,155.9930682762621,40.0,0.0,2472.8069837912312
2345,40.48,77.059529578399,28.464600159965684,0.0,0.0,105.52412973836468,40.00000000000001,0.0,1687.2793811501617
2346,45.705,58.346335827657285,0.0,0.0,0.0,58.346335827657285,40.00000000000001,0.0,952.9770474336665
2347,45.705,48.15767413336391,0.0,0.0,0.0,48.15767413336391,40.0,0.0,794.3948535793353
2348,46.728,38.41026610096104,0.0,0.0,0.0,38.41026610096104,40.0,0.0,642.680585645839
2349,48.362,30.530553500461224,0.0,0.0,0.0,30.530553500461224,40.0,0.0,520.0362042126264
2350,45.898,20.984203988215985,0.0,0.0,0.0,20.984203988215985,40.0,0.0,371.4513267895208
2351,47.394,17.857061125205178,0.0,0.0,0.0,17.857061125205178,40.0,0.0,322.77867570032777
2352,38.956,11.665135852696746,0.0,0.0,0.0,15.03,40.0,3.364864147303253,278.7766694656489
2353,38.956,5.770096847838271,0.0,0.0,0.0,15.029999999999998,36.566465155813006,9.259903152161726,278.7766694656489
2354,38.956,2.9657452960994823,0.0,0.0,0.0,0.0,27.11758438830104,-2.965745296099481,0.0
2355,38.956,2.6847729346644793,0.0,0.0,0.0,0.0,30.02401477847853,-2.6847729346644758,0.0
2356,39.285,1.4607975163752434,0.0,0.0,0.0,0.0,32.65509225444972,-1.4607975163752407,0.0
2357,46.473,1.3610744197233937,0.0,0.0,0.0,0.0,34.08667382049745,-1.3610744197233937,0.0
2358,39.974,3.420091598538236,3.0234467318324003,0.0,0.0,15.03,35.42052675182638,8.586461669629363,278.7766694656489
2359,39.767,5.51878222595642,5.425034713197832,0.0,0.0,15.029999999999998,26.65883117057193,4.086183060845746,278.7766694656489
2360,35.304,11.460101000463508,14.78915056659471,0.0,0.0,26.249251567058216,22.489256618688515,0.0,453.3995571707379
2361,33.28,20.982312328254622,27.855443283754433,0.0,0.0,48.837755612009055,22.489256618688515,0.0,804.9800330778019
2362,32.848,48.90366311783421,35.63956378552045,0.0,0.0,84.54322690335466,22.489256618688515,0.0,1360.7205355969725
2363,32.768,71.08553654490318,38.284010519147856,0.0,0.0,109.36954706405103,22.489256618688515,0.0,1747.1316693200934
2364,32.732,96.63113108986536,39.84074729429153,0.0,0.0,136.4718783841569,22.489256618688515,0.0,2168.967950498867
2365,32.734,112.1095650198186,26.11298811103282,0.0,0.0,138.22255313085142,22.489256618688515,0.0,2196.2164597129563
2366,33.168,129.56582297666358,25.517840416496547,0.0,0.0,155.08366339316012,22.489256618688515,0.0,2458.652482857617
2367,33.995,139.34827857669643,32.96049579515574,0.0,0.0,172.30877437185217,22.489256618688515,0.0,2726.7540226226743
2368,37.061,131.82631267631118,21.354056212165613,0.0,0.0,153.18036888847678,22.489256618688515,0.0,2429.028511902469
2369,38.79,136.72378976974105,10.648808084995743,0.0,0.0,147.3725978547368,22.489256618688515,0.0,2338.6330213494766
2370,52.392,142.0774406783349,0.0,0.0,0.0,142.0774406783349,22.489256618688515,0.0,2256.2161478647454
2371,38.924,150.936774226306,0.0,0.0,0.0,147.92091694334098,22.489256618688515,-3.015857282965017,2347.167375184364
2372,37.864,177.80111558166507,0.0,0.0,0.0,174.78525829870006,25.444796755994233,-3.015857282965017,2765.2994435963133
2373,37.4,220.34333685724098,0.0,0.0,0.0,217.32747957427597,28.40033689329995,-3.015857282965017,3427.451057197918
2374,37.233,255.7038774996921,0.0,0.0,0.0,252.6880202167271,31.35587703060567,-3.015857282965017,3977.822860601295
2375,37.233,305.80467635927414,0.0,0.0,0.0,300.0,34.31141716791139,-5.80467635927414,4714.213740458016
2376,33.315,317.75518740112165,0.0,5.628244576604573,0.0,300.0,40.0,-12.126942824517096,4714.213740458016
2377,33.315,331.2630600218365,0.0,19.136117197319436,0.0,300.0,51.88440396802676,-12.126942824517096,4714.213740458016
2378,33.315,333.0657771686826,0.0,20.938834344165514,0.0,300.0,63.76880793605351,-12.126942824517096,4714.213740458016
2379,33.315,304.43549805706095,0.0,0.0,0.0,300.0,75.65321190408027,-4.435498057060954,4714.213740458016
2380,33.315,232.02028033303,0.0,0.0,0.0,232.02028033303,80.0,0.0,3656.1382634374604
2381,33.315,163.76383719319526,0.0,0.0,0.0,163.76383719319526,80.0,0.0,2593.755703039855
2382,32.169,125.07333671519338,0.0,0.0,0.0,125.07333671519338,80.00000000000001,0.0,1991.5544884720855
2383,31.986,104.05438122713063,2.5290155795874734,0.0,0.0,106.58339680671811,80.00000000000001,0.0,1703.766423375856
2384,32.668,143.96172084013503,7.2747777563643625,0.0,0.0,151.2364985964994,80.00000000000001,0.0,2398.7729960438264
2385,32.528,190.9007267149347,15.451238305553927,0.0,0.0,206.35196502048862,80.00000000000001,0.0,3256.6218326301228
2386,32.301,135.82688283622298,17.400002152714876,0.0,0.0,153.22688498893785,80.00000000000001,0.0,2429.7525152585513
2387,29.445,199.62084816699547,16.787940399821505,0.0,0.0,216.40878856681698,80.00000000000001,0.0,3413.1520216809486
2388,29.445,186.19199384650875,22.829280252919425,0.0,0.0,209.02127409942818,80.0,0.0,3298.168495235537
2389,29.445,202.30874248357551,20.163631634728244,0.0,0.0,222.47237411830375,80.0,0.0,3507.5291566011083
2390,31.893,175.99729004395704,14.571954265185994,0.0,0.0,190.56924430914302,80.00000000000001,0.0,3010.970485034863
2391,32.944,229.3247006511358,18.7899995292963,0.0,0.0,248.1147001804321,80.00000000000001,0.0,3906.641075759048
2392,33.63,224.70777743827048,7.111011542479476,0.0,0.0,231.81878898074996,80.0,0.0,3653.002136078837
2393,35.045,161.50748011777975,2.1594982090182184,0.0,0.0,163.66697832679796,80.00000000000001,0.0,2592.2481359041117
2394,42.393,130.59775515682216,0.0,0.0,0.0,130.59775515682216,80.00000000000001,0.0,2077.539716221231
2395,35.123,150.39891216788288,0.0,0.0,0.0,169.77862913934226,80.0,19.379716971459366,2687.3733862073705
2396,37.544,205.3707051035143,0.0,0.0,0.0,210.32577586064946,60.22477860055167,4.955070757135161,3318.4725113456393
2397,35.073,253.0796342292785,0.0,0.0,0.0,258.03470498641366,55.168583950413755,4.955070757135161,4061.041739200369
2398,33.906,295.04492924286484,0.0,0.0,0.0,300.0,50.11238930027584,4.955070757135161,4714.213740458016
2399,33.63,291.1232540310175,0.0,0.0,0.0,296.07832478815266,45.05619465013792,4.955070757135161,4653.174530663934
2400,35.778,292.0452585250485,0.0,0.0,0.0,300.0,40.0,7.954741474951504,4714.213740458016
2401,35.778,323.5413954338798,0.0,20.26812447213115,0.0,300.0,31.8829168622944,-3.2732709617486773,4714.213740458016
2402,35.778,340.23531610548736,0.0,36.96204514373869,0.0,300.0,35.090722404808105,-3.2732709617486773,4714.213740458016
2403,35.778,350.87516155546496,0.0,47.60189059371629,0.0,300.0,38.29852794732181,-3.2732709617486777,4714.213740458016
