,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
2012-01-01 00:00:00,7.7122627901147025,9.346407354442666,9.669547119656626,9.783486171219206,9.8737055045767,44.315176106123445,44.43449513398527,44.552156428642704,44.64124374486754,44.726176869739234,298.539221092823,0.0,0.0,0.0,4.867785
2012-01-01 01:00:00,7.795157200130211,9.421578396064788,9.743903354109753,9.860750081506495,9.94866970962088,47.064774189379406,47.13854153540808,47.21036797903032,47.30598356900622,47.36154012834445,298.54931134220044,0.0,0.0,0.0,4.867785
2012-01-01 02:00:00,7.927101927903048,9.608040488106663,9.940547523153938,10.076407558791107,10.16188152076183,49.088521586538825,49.12221836336286,49.15583894165437,49.17216574317938,49.18491267113463,298.6010520862732,0.0,0.0,0.0,4.867785
2012-01-01 03:00:00,8.05159369138015,9.808469366134286,10.15823374123504,10.296250078405157,10.381697535279438,49.7352745532457,49.761491335798965,49.7885471501624,49.75504055792506,49.75380461326152,298.6562588756973,0.0,0.0,0.0,4.867785
2012-01-01 04:00:00,8.084183328344684,9.883598206393543,10.242151141506076,10.381534278645532,10.464445467502792,48.90515849209795,48.91350966567896,48.924563472432126,48.88884781051623,48.86785601330327,298.69460043192976,75.80894296183021,0.0,75.80894296183021,4.868785
2012-01-01 05:00:00,8.064207186480498,9.872566254224177,10.233723767380498,10.375393705864102,10.457139330576508,47.45385462510723,47.44536169607318,47.439508789008144,47.391645791409246,47.36227061310852,298.73089241568675,289.1319655719968,171.1849073902194,209.1121925419056,4.868785
2012-01-01 06:00:00,8.033942493513617,9.82258194378527,10.17812864038634,10.321382997572636,10.401845414445228,45.77252400644522,45.76743640559606,45.76449589086332,45.72855331545127,45.71124784918752,298.7565530928108,501.3616760806702,305.863197742608,301.4453593464424,8.34422023428572
2012-01-01 07:00:00,8.080093100347996,9.865431343480026,10.219671907646717,10.363750469548645,10.43968712255393,42.93992698860144,42.95108155204343,42.96481671084325,42.93886493538536,42.938756139542974,298.7722961371437,695.6258909666329,451.4646240802992,337.04346169323395,8.34422023428572
2012-01-01 08:00:00,8.057457710816607,9.837606179011852,10.190553414601723,10.32226727490538,10.400469877423468,41.99014892243729,42.00432635906686,42.01715831327928,42.00208396732165,42.008864130112784,298.7908229871872,881.3425678404521,640.7174658700948,317.6283460946032,8.34422023428572
2012-01-01 09:00:00,7.885216876148972,9.593720935103514,9.932480406978934,10.05659811018969,10.133491187893966,42.57755914910971,42.58693690217429,42.597707477358384,42.60630898935988,42.61162135047665,298.8481750518165,953.077007555795,768.9473511467446,257.6099580785026,10.8861028436364
2012-01-01 10:00:00,7.376369882755005,8.826208142205715,9.11365295227422,9.203252950395916,9.2649009664234,43.9008648657257,43.91528651179426,43.93299041600599,43.94688878025514,43.945087788037696,299.0627749735627,956.2943653255786,916.9666971710604,161.78469174726206,46.8283742837624
2012-01-01 11:00:00,7.27739599418126,8.705285181440248,8.98460135985695,9.069930154160904,9.136582129937656,43.990284167811794,44.010601529689225,44.03068000672879,44.04525344442894,44.0432141703358,299.08670915233233,879.6952701997063,996.9242871999916,113.61544343586591,65.7260013609442
2012-01-01 12:00:00,7.205500865809937,8.621791142373741,8.899136176860903,8.978030313098085,9.04848058756432,44.79206048477492,44.80746960467857,44.825973457916426,44.85220017774846,44.85659872581009,299.1530054055527,725.052076970324,990.9201373849684,113.57374641548222,64.0468917243922
2012-01-01 13:00:00,7.367964566070599,8.833056811610852,9.12282817101236,9.210260945726658,9.283825150146908,45.98638279715309,46.02029410600716,46.05558335561852,46.0857990404517,46.10555298921243,299.22134751126555,518.210789132296,907.03121924151,134.83035002403136,10.8861028436364
2012-01-01 14:00:00,7.600506641471359,9.164290829242931,9.47420764905437,9.571802902020744,9.650628108611864,47.61627644454608,47.66641752387044,47.7146775192085,47.72501145999532,47.75437848846466,299.25862233236467,276.98833816400486,591.6653428215528,159.56201487301945,8.34422023428572
2012-01-01 15:00:00,7.761654455633874,9.420582156048278,9.74943546166516,9.864047216795075,9.944687522549696,49.41157685690069,49.459766725375616,49.50934446285886,49.516532152021846,49.55187101985079,299.2663307482323,59.00817476375464,0.0,59.00817476375464,8.34422023428572
2012-01-01 16:00:00,7.890909650109599,9.598589771168712,9.937672627042458,10.065671038784975,10.14642623875722,52.304911587484426,52.32760801445842,52.34990384029275,52.30377443397178,52.32102878041144,299.2624988034904,0.0,0.0,0.0,8.34422023428572
2012-01-01 17:00:00,7.990676901974092,9.76657825343396,10.120158576797971,10.257955646255526,10.337005735900428,54.88279502976867,54.894721373112205,54.90953645469861,54.850688162500894,54.86192216398589,299.2881510450302,0.0,0.0,0.0,8.34422023428572
2012-01-01 18:00:00,8.085169235382633,9.895745964976433,10.257031852366453,10.399747677995556,10.47734561553485,56.2019183442261,56.19204550679652,56.183916340562725,56.141649533775336,56.135244157283935,299.2427164435188,0.0,0.0,0.0,8.34422023428572
2012-01-01 19:00:00,8.084928755211205,9.86697130408662,10.22076886082874,10.357956857962035,10.435538155522927,55.32717364127337,55.33306987256103,55.336172040274434,55.31082612087575,55.2931892759069,299.1648416014946,0.0,0.0,0.0,8.34422023428572
2012-01-01 20:00:00,8.162937513583497,9.936349399124198,10.288601944370368,10.4193815950244,10.498296952134943,53.15992572396191,53.15158248832343,53.1427503771946,53.14869652384574,53.12363288206024,299.0731176919952,0.0,0.0,0.0,8.34422023428572
