,WS_1,WS_50,WS_100,WS_150,WS_200,WD_1,WD_50,WD_100,WD_150,WD_200,temp_air_1,ghi,dni,dhi,Price
2012-01-01 00:00:00,2.803427500777653,6.289075506514616,8.109686623867567,8.77711774915057,10.335076279140525,163.2749486622669,166.88789769457958,170.5735362625132,179.06722859438926,181.6892831666817,276.7673247813543,0.0351208753538713,0.0,0.0351208753538713,32.158
2012-01-01 01:00:00,2.791624488068529,6.275260645671232,8.093319379839228,8.910805796003585,10.407985097481037,166.33501786258444,170.36531157858923,174.48066451125015,181.7799345649948,184.47247200373863,277.37442265795903,0.0175604376769356,0.0,0.0175604376769356,32.158
2012-01-01 02:00:00,3.0368071095465936,6.656427120397211,8.547709499519053,9.467695432791356,10.86499506182943,168.67466129495932,172.26464358497546,175.9297168498819,181.4956207004328,184.13470899628751,278.01587942794293,0.0,0.0,0.0,32.158
2012-01-01 03:00:00,3.40558090102054,7.2335610245321265,9.237669973034285,10.43509344405688,11.793016629444583,176.70514410417525,179.39236622866142,182.1395766054439,185.46491494237617,187.9600711951756,278.6558874942589,0.0,0.0,0.0,32.158
2012-01-01 04:00:00,3.649362705077453,7.542439649765214,9.584773940449908,10.864282557751087,12.081759525251972,188.3957932522333,190.48302777745823,192.60827262938787,195.2514132926485,197.9661700008356,279.2908185467351,0.0,0.0,0.0,32.158
2012-01-01 05:00:00,3.499648462528767,7.453852303403478,9.523786692502698,10.831326397659572,11.955099517448504,203.17031364806465,205.3214714486969,207.5157869184239,210.51024881742572,213.49603748991157,279.7674812045682,0.0,0.0,0.0,32.302
2012-01-01 06:00:00,3.427383283574881,7.469408426757894,9.580752321443956,10.97438211251526,12.110451739833078,219.78333486718543,221.6865213492052,223.62541239663,226.4895217462228,229.38750212317348,280.047269739502,0.0,0.0,0.0,33.697
2012-01-01 07:00:00,3.4357073176768718,7.593747778431035,9.764771008399368,11.111375872035952,12.319362325763144,234.42858691067067,236.388902419101,238.38472146300785,241.15621833468128,243.5131852895724,280.4168755351563,0.0,0.0,0.0,35.92
2012-01-01 08:00:00,3.305037945476252,7.195797909335492,9.227264610700647,10.43038672278301,11.535560776155434,238.9284689570619,240.8331129299484,242.77898519478435,245.6283565317979,247.80999715539065,280.867258172259,0.0,0.0,0.0,43.76
2012-01-01 09:00:00,3.219505690488373,7.056682196126128,9.061015978860835,10.233660795158675,11.34601719205114,237.99291939673776,239.66668124540217,241.37931580385415,243.8891595660948,245.71456703988903,281.0325337608604,7.215659473452483,0.0,7.215659473452483,35.551
2012-01-01 10:00:00,3.034384577922421,6.533924354618367,8.364099391522107,9.386560384831313,10.434407136955429,236.6382810274656,238.19115658152376,239.770862529888,242.42121556986748,244.10493806526196,281.31774093346786,29.741017226233296,0.0,29.741017226233296,35.382
2012-01-01 11:00:00,3.10509022763445,6.639921042758579,8.488774709521383,9.44052283511406,10.53473954084639,233.15026242507773,234.87610265550325,236.6349023588507,239.2254941001981,240.8132239041459,281.1667173007813,53.148870874024176,0.0,53.148870874024176,34.745
2012-01-01 12:00:00,3.2011253569275,6.745651182841743,8.601735215634674,9.54895530769322,10.65457102727934,229.3545035545009,230.8954477311916,232.46972139952368,234.48249902463976,236.0589479141983,281.12526773522563,65.22899134648662,4.594563991144362,64.39384552241738,33.888
2012-01-01 13:00:00,3.499452172272868,7.308295453824496,9.30419613320236,10.271513817875492,11.494404582714324,229.5018164013811,231.0317405874544,232.59641237002643,234.32118975325068,235.7251105293689,281.30131702734377,63.17542989995189,63.92638087501451,53.79906361138154,33.888
2012-01-01 14:00:00,3.5333167168760635,7.43313465067073,9.475069106128558,10.411426695373102,11.62866917022665,229.7711012276167,231.3054053207264,232.87472159328772,234.62204356022104,235.9797312964439,281.1650809504255,39.62974951184373,142.70869909774112,28.2918749450975,34.174
2012-01-01 15:00:00,3.290748809600334,7.236903785286198,9.298405276121928,10.253710743687904,11.518209072548313,227.8728956106072,229.7555653333528,231.67889518560932,233.67314131198964,235.0666152819209,280.97775475146483,13.083213202593004,0.0,13.083213202593004,34.522
2012-01-01 16:00:00,2.8472070084370977,6.533665307858556,8.457998668817163,9.42382396240366,10.55353211974651,216.78021988740628,219.32351871837025,221.91883660009088,224.5590075560179,226.50108317889945,280.7644495708008,0.0,0.0,0.0,43.722
2012-01-01 17:00:00,2.7857378408818825,6.495458012921532,8.43259260365765,9.460867278362471,10.530984775000372,210.00700084447348,212.36078389012025,214.75696497311324,217.39533702724964,219.459988988674,280.6832933856023,0.0,0.0,0.0,43.722
2012-01-01 18:00:00,3.139243559754507,6.974176657609339,8.978341412336405,10.041202709364516,11.153885732311824,206.69451308943383,208.73578691139855,210.81948422452768,213.0917610343268,215.0477024116255,280.6083922553711,0.0,0.0,0.0,40.282
2012-01-01 19:00:00,3.1621811932110315,6.788377883252669,8.685557961974189,9.788953834499337,10.770021391523164,205.54481297360064,207.40674463791785,209.3053016807457,211.6014384491579,214.03000289780655,281.0096162892927,0.0,0.0,0.0,40.282
2012-01-01 20:00:00,2.8782192443584336,6.272644647271303,8.046149428777882,9.175343199906388,10.00695668675472,202.91593470049503,204.94923370033172,207.02578739682653,209.32044718410333,212.0683274974338,281.0193957539062,0.0,0.0,0.0,35.367
2012-01-01 21:00:00,2.7364160683763035,6.069288733763226,7.809158848049294,8.90248130706358,9.603802738685996,198.7477375548808,200.74621486983267,202.78910171453907,204.9901249449628,207.8610783588985,280.9588874846331,0.0,0.0,0.0,34.496
